type,orderID,address,city_province_zip,effective_date,municipality_district,structure_type,year_built,gla,num_beds,num_baths,condition,sale_price,sale_date,distance_to_subject,distance_km,num_baths_numeric
property,4760900,Unit 2212 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2017.0,609.0,2.0,1:0,,285000.0,,,,1.0
property,4760900,Unit 1513 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,694.0,2.0,2:0,,345000.0,,,,2.0
property,4760900,79 cityscape Court NE,"Calgary, Alberta, T3N 0W6",,,Row/Townhouse,2016.0,1449.0,2.0,2:1,,415000.0,,,,2.5
property,4760900,Unit 129 - 30 Cornerstone Manor NE,"Calgary, Alberta, T3N 1E6",,,Row/Townhouse,2016.0,1594.0,3.0,2:1,,465000.0,,,,2.5
property,4760900,Unit 1517 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,621.0,2.0,1:0,,296000.0,,,,1.0
property,4760900,Unit 1321 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,706.0,2.0,2:0,,325000.0,,,,2.0
property,4760900,Unit 4317 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,839.0,2.0,2:0,,295000.0,,,,2.0
property,4760900,60 Cornerstone Avenue NE,"Calgary, Alberta, T3N 1G7",,,Semi Detached (Half Duplex),2016.0,1563.0,4.0,3:1,,622500.0,,,,3.5
property,4760900,Unit 2220 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,694.0,2.0,2:0,,315000.0,,,,2.0
property,4760900,390 Redstone Boulevard NE,"Calgary, Alberta, T3N 1B7",,,Row/Townhouse,2017.0,1516.0,4.0,3:1,,532000.0,,,,3.5
property,4760900,Unit 2402 - 60 Skyview Ranch Road NE,"Calgary, Alberta, T3N 2J8",,,Apartment,2024.0,978.0,2.0,2:0,,368500.0,,,,2.0
property,4760900,99 Skyview Parkway NE,"Calgary, Alberta, T3N",,,Detached,2025.0,2823.0,5.0,4:0,,885000.0,,,,4.0
property,4760900,652 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2020.0,1772.0,6.0,4:0,,625000.0,,,,4.0
property,4760900,904 Redstone View NE,"Calgary, Alberta, T3N 0M9",,,Row/Townhouse,2014.0,1645.0,4.0,2:1,,455000.0,,,,2.5
property,4760900,Unit 1306 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,704.0,2.0,2:0,,327000.0,,,,2.0
property,4760900,Unit 3321 - 4641 128 Avenue NE,"Calgary, Alberta, T3N 1T3",,,Apartment,2020.0,757.0,2.0,2:0,,305000.0,,,,2.0
property,4760900,Unit 1304 - 60 Skyview Ranch Road NE,"Calgary, Alberta, T3N 2J8",,,Apartment,2024.0,889.0,2.0,2:0,,340000.0,,,,2.0
property,4760900,212 Cornergate Row NE,"Calgary, Alberta, T3N 1L7",,,Detached,2019.0,1844.0,4.0,2:2,,631000.0,,,,3.0
property,4760900,144 Red Embers Gate NE,"Calgary, Alberta, T3N 1E9",,,Row/Townhouse,2017.0,1198.0,2.0,2:1,,415500.0,,,,2.5
property,4760900,Unit 2108 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,732.0,2.0,1:0,,275000.0,,,,1.0
property,4760900,104 Redstone View NE,"Calgary, Alberta, T3N 0M9",,,Row/Townhouse,2013.0,1393.0,2.0,2:1,,430000.0,,,,2.5
property,4760900,Unit 2410 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,695.0,2.0,2:0,,326000.0,,,,2.0
property,4760900,17 Red Embers Row NE,"Calgary, Alberta, T3N 1B6",,,Detached,2016.0,1757.0,4.0,4:1,,684000.0,,,,4.5
property,4760900,90 Corner Ridge Mews NE,"Calgary, Alberta, T3N 1A8",,,Detached,2021.0,1640.0,5.0,4:1,,680000.0,,,,4.5
property,4760900,Unit 1508 - 4641 128 Avenue NE,"Calgary, Alberta, T3N 1T3",,,Apartment,2020.0,568.0,3.0,1:0,,265000.0,,,,1.0
property,4760900,Unit 4113 - 4641 128 Avenue NE,"Calgary, Alberta, T3N 1T3",,,Apartment,2021.0,767.0,2.0,2:0,,325000.0,,,,2.0
property,4760900,Unit 2306 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,953.0,2.0,2:0,,325000.0,,,,2.0
property,4760900,30 SKYVIEW POINT Link NE,"Calgary, Alberta, T3N 0G6",,,Semi Detached (Half Duplex),2011.0,1488.0,3.0,3:1,,540000.0,,,,3.5
property,4760900,Unit 2214 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,694.0,3.0,2:0,,318500.0,,,,2.0
property,4760900,219 Cornerstone Avenue NE,"Calgary, Alberta, T3N 1B9",,,Semi Detached (Half Duplex),2016.0,1468.0,3.0,3:1,,577500.0,,,,3.5
property,4760900,11245 Cityscape Drive NE,"Calgary, Alberta, T3N 1Z4",,,Row/Townhouse,2023.0,1423.0,3.0,2:1,,524000.0,,,,2.5
property,4760900,Unit 536 - 137 Red Embers Link NE,"Calgary, Alberta, T3N 2G3",,,Row/Townhouse,2025.0,1298.0,3.0,2:1,,498500.0,,,,2.5
property,4760900,Unit 3324 - 4641 128 Avenue NE,"Calgary, Alberta, T3N 1T3",,,Apartment,2020.0,910.0,3.0,2:0,,335000.0,,,,2.0
property,4760900,1392 Cornerstone Street NE,"Calgary, Alberta, T3N 2L6",,,Detached,2024.0,2710.0,3.0,3:0,,869900.0,,,,3.0
property,4760900,285 Redstone Boulevard NE,"Calgary, Alberta, T3N",,,Row/Townhouse,2023.0,1454.0,3.0,2:1,,468000.0,,,,2.5
property,4760900,Unit 6110 - 155 Skyview Ranch Way NE,"Calgary, Alberta, T3N 0L4",,,Apartment,2013.0,844.0,3.0,2:0,,280000.0,,,,2.0
property,4760900,Unit 2518 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,691.0,3.0,2:0,,322000.0,,,,2.0
property,4760900,260 Corner Meadows Way NE,"Calgary, Alberta, T3N 1Y4",,,Semi Detached (Half Duplex),2021.0,1400.0,3.0,2:1,,540000.0,,,,2.5
property,4760900,1886 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1B9",,,Semi Detached (Half Duplex),2025.0,1665.0,3.0,2:1,,615000.0,,,,2.5
property,4760900,3899 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1M2",,,Detached,2021.0,1541.0,4.0,3:1,,646000.0,,,,3.5
property,4760900,230 Skyview Ranch Circle NE,"Calgary, Alberta, T3N 1Y8",,,Row/Townhouse,2023.0,1536.0,3.0,2:1,,490000.0,,,,2.5
property,4760900,Unit 1108 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,809.0,2.0,2:0,,315000.0,,,,2.0
property,4760900,616 Red Sky Villas NE,"Calgary, Alberta, T3N 1N1",,,Row/Townhouse,2025.0,1480.0,3.0,3:1,,460000.0,,,,3.5
property,4760900,Unit 3411 - 181 Skyview Ranch Manor NE,"Calgary, Alberta, T3N 0R6",,,Apartment,2017.0,848.0,2.0,1:0,,287000.0,,,,1.0
property,4760900,10974 Cityscape Drive NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2015.0,1258.0,3.0,2:1,,485000.0,,,,2.5
property,4760900,103 Redstone Boulevard NE,"Calgary, Alberta, T3N 1B6",,,Detached,2015.0,1433.0,3.0,2:1,,577000.0,,,,2.5
property,4760900,Unit 2203 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,624.0,2.0,1:0,,275000.0,,,,1.0
property,4760900,1059 Cornerstone Street NE,"Calgary, Alberta, T3N 1B9",,,Detached,2016.0,1808.0,5.0,3:1,,686000.0,,,,3.5
property,4760900,118 Cityscape Terrace NE,"Calgary, Alberta, T3N 0S3",,,Detached,2015.0,1504.0,4.0,3:1,,615000.0,,,,3.5
property,4760900,612 Redstone Crescent NE,"Calgary, Alberta, T3N 1M3",,,Row/Townhouse,2018.0,1225.0,3.0,3:1,,435000.0,,,,3.5
property,4760900,729 Skyview Ranch Grove,"Calgary, Alberta, T3N 1B6",,,Row/Townhouse,2014.0,1601.0,4.0,3:0,,465000.0,,,,3.0
property,4760900,Unit 315 - 31 Red Embers Parade NE,"Calgary, Alberta, T3N 1E9",,,Row/Townhouse,2018.0,1243.0,4.0,3:1,,467000.0,,,,3.5
property,4760900,2 skyview ranch Street NE,"Calgary, Alberta, T3N 0E9",,,Detached,2013.0,2064.0,6.0,3:1,,785000.0,,,,3.5
property,4760900,263 Corner Meadows Avenue NE,"Calgary, Alberta, T3N 1X6",,,Detached,2021.0,2806.0,7.0,5:0,,1000000.0,,,,5.0
property,4760900,298 Redstone Drive NE,"Calgary, Alberta, T3N 1B5",,,Semi Detached (Half Duplex),2014.0,1582.0,3.0,2:1,,530000.0,,,,2.5
property,4760900,217 Cornerstone Manor NE,"Calgary, Alberta, T3N 1H4",,,Detached,2017.0,2462.0,6.0,3:1,,830000.0,,,,3.5
property,4760900,Unit 706 - 32 Red Embers Parade NE,"Calgary, Alberta, T3N 1P7",,,Row/Townhouse,2023.0,1386.0,2.0,2:1,,413500.0,,,,2.5
property,4760900,Unit 532 - 137 Red Embers Link NE,"Calgary, Alberta, T3N 2G3",,,Row/Townhouse,2025.0,1184.0,3.0,2:1,,485000.0,,,,2.5
property,4760900,4037 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 2A5",,,Detached,2022.0,1520.0,3.0,2:1,,592500.0,,,,2.5
property,4760900,Unit 1105 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,842.0,2.0,2:0,,292900.0,,,,2.0
property,4760900,Unit 2220 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,810.0,2.0,2:0,,305000.0,,,,2.0
property,4760900,Unit 3516 - 60 Skyview Ranch Road NE,"Calgary, Alberta, T3N 2J8",,,Apartment,2024.0,712.0,2.0,1:0,,290000.0,,,,1.0
property,4760900,23 Skyview Springs Circle NE,"Calgary, Alberta, T3N 0E6",,,Row/Townhouse,2010.0,1261.0,2.0,2:1,,413000.0,,,,2.5
property,4760900,229 Cornerstone Manor NE,"Calgary, Alberta, T3N 1H4",,,Detached,2017.0,2262.0,6.0,4:0,,805000.0,,,,4.0
property,4760900,Unit 1205 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2014.0,878.0,2.0,2:0,,280000.0,,,,2.0
property,4760900,Unit 2417 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2014.0,908.0,2.0,2:0,,314000.0,,,,2.0
property,4760900,8 Corner Glen Green NE,"Calgary, Alberta, T3N",,,Detached,2025.0,2260.0,3.0,2:1,,806828.0,,,,2.5
property,4760900,339 Skyview Ranch Circle NE,"Calgary, Alberta, T3N",,,Row/Townhouse,2021.0,1580.0,3.0,2:1,,499900.0,,,,2.5
property,4760900,6315 128 Avenue NE,"Calgary, Alberta, T3N 1B9",,,Row/Townhouse,2021.0,1131.0,2.0,2:1,,398500.0,,,,2.5
property,4760900,610 Red Sky Villas NE,"Calgary, Alberta, T3N 1N1",,,Row/Townhouse,2025.0,1480.0,3.0,3:1,,460500.0,,,,3.5
property,4760900,259 Cornerbrook Road NE,"Calgary, Alberta, T3N 2J2",,,Detached,2024.0,1792.0,4.0,3:0,,664900.0,,,,3.0
property,4760900,Unit 529 - 137 RED EMBERS Link NE,"Calgary, Alberta, T3N 2G3",,,Row/Townhouse,2024.0,1248.0,3.0,2:1,,438000.0,,,,2.5
property,4760900,59 Skyview Ranch Avenue NE,"Calgary, Alberta, T3N 1Y8",,,Row/Townhouse,2020.0,1116.0,2.0,2:1,,406000.0,,,,2.5
property,4760900,143 Cityscape Row NE,"Calgary, Alberta, T3N 0W5",,,Row/Townhouse,2016.0,1469.0,3.0,1:1,,429750.0,,,,1.5
property,4760900,68 Red Sky Gardens NE,"Calgary, Alberta, T3N",,,Detached,2022.0,2143.0,4.0,3:0,,730000.0,,,,3.0
property,4760900,Unit 1119 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,688.0,2.0,2:0,,325000.0,,,,2.0
property,4760900,220 Redstone View NE,"Calgary, Alberta, T3N 1B5",,,Row/Townhouse,2013.0,1246.0,2.0,2:1,,387000.0,,,,2.5
property,4760900,Unit 202 - 375 Redstone Walk NE,"Calgary, Alberta, T3N 1M5",,,Row/Townhouse,2019.0,1117.0,3.0,1:1,,375000.0,,,,1.5
property,4760900,1890 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1B9",,,Semi Detached (Half Duplex),2024.0,1623.0,4.0,3:1,,621000.0,,,,3.5
property,4760900,1817 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 2L7",,,Semi Detached (Half Duplex),2024.0,1651.0,4.0,3:1,,636500.0,,,,3.5
property,4760900,Unit 1413 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,693.0,2.0,2:0,,321000.0,,,,2.0
property,4760900,Unit 7215 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,864.0,2.0,2:0,,323000.0,,,,2.0
property,4760900,76 Corner Glen Green NE,"Calgary, Alberta, T3N",,,Detached,2024.0,2351.0,4.0,3:0,,768000.0,,,,3.0
property,4760900,Unit 4314 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,948.0,2.0,2:0,,319000.0,,,,2.0
property,4760900,1083 Cornerstone Street NE,"Calgary, Alberta, T3N 1B9",,,Detached,2016.0,1573.0,4.0,3:1,,685000.0,,,,3.5
property,4760900,519 Corner Meadows Square NE,"Calgary, Alberta, T3N 2N1",,,Row/Townhouse,2024.0,1840.0,4.0,2:1,,515000.0,,,,2.5
property,4760900,Unit 1401 - 181 Skyview Ranch Manor NE,"Calgary, Alberta, T3N 0R6",,,Apartment,2017.0,920.0,2.0,1:0,,284000.0,,,,1.0
property,4760900,Unit 2412 - 155 Skyview Ranch Way NE,"Calgary, Alberta, T3N 0L4",,,Apartment,2013.0,825.0,2.0,2:0,,264000.0,,,,2.0
property,4760900,618 Red Sky Villas NE,"Calgary, Alberta, T3N 1N1",,,Row/Townhouse,2025.0,1480.0,3.0,3:1,,434000.0,,,,3.5
property,4760900,69 Corner Glen Road NE,"Calgary, Alberta, T3N",,,Detached,2025.0,1925.0,4.0,3:0,,720000.0,,,,3.0
property,4760900,32 Cornerbrook Cove NE,"Calgary, Alberta, T3N 2E6",,,Detached,2022.0,2109.0,5.0,3:1,,850000.0,,,,3.5
property,4760900,6327 128 Avenue NE,"Calgary, Alberta, T3N 1B9",,,Row/Townhouse,2022.0,1131.0,2.0,2:1,,397000.0,,,,2.5
property,4760900,110 Corner Glen Grove NE,"Calgary, Alberta, T3N 1A8",,,Detached,2025.0,1440.0,3.0,2:1,,693898.0,,,,2.5
property,4760900,313 Corner Glen Way NE,"Calgary, Alberta, T3N 1V5",,,Detached,2024.0,2158.0,4.0,3:0,,762500.0,,,,3.0
property,4760900,Unit 3316 - 181 Skyview Ranch Manor NE,"Calgary, Alberta, T3N 0R6",,,Apartment,2017.0,902.0,2.0,1:0,,282500.0,,,,1.0
property,4760900,145 Skyview Ranch Crescent NE,"Calgary, Alberta, T3N 0E2",,,Detached,2010.0,2417.0,4.0,2:1,,720000.0,,,,2.5
property,4760900,Unit 2318 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,813.0,2.0,2:0,,300000.0,,,,2.0
property,4760900,Unit 102 - 360 Redstone Walk NE,"Calgary, Alberta, T3N 1M5",,,Row/Townhouse,2019.0,547.0,1.0,1:0,,243000.0,,,,1.0
property,4760900,24 Cornerbrook Road NE,"Calgary, Alberta, T3N 2E6",,,Detached,2023.0,1829.0,3.0,2:1,,705000.0,,,,2.5
property,4760900,317 Corner Glen Way NE,"Calgary, Alberta, T3N 1V5",,,Detached,2024.0,2135.0,4.0,3:0,,765000.0,,,,3.0
property,4760900,Unit 3419 - 181 Skyview Ranch Manor NE,"Calgary, Alberta, T3N 0R6",,,Apartment,2017.0,920.0,2.0,1:0,,284000.0,,,,1.0
property,4760900,Unit 3203 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2016.0,816.0,2.0,2:0,,300000.0,,,,2.0
property,4760900,121 Corner Meadows Square NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2024.0,1839.0,4.0,3:1,,500000.0,,,,3.5
property,4760900,Unit 4118 - 181 Skyview Ranch Manor NE,"Calgary, Alberta, T3N 0R6",,,Apartment,2017.0,914.0,2.0,1:0,,286500.0,,,,1.0
property,4760900,168 Cornerstone Grove NE,"Calgary, Alberta, T3N",,,Row/Townhouse,2023.0,1559.0,3.0,2:1,,500000.0,,,,2.5
property,4760900,Unit 125 - 137 Red Embers Link NE,"Calgary, Alberta, T3N 2G3",,,Row/Townhouse,2021.0,1257.0,4.0,3:1,,462000.0,,,,3.5
property,4760900,67 Skyview Shores Road NE,"Calgary, Alberta, T3N 0H6",,,Detached,2013.0,2274.0,6.0,3:1,,772500.0,,,,3.5
property,4760900,Unit 123 - 137 Red Embers Link NE,"Calgary, Alberta, T3N 2G3",,,Row/Townhouse,2021.0,1261.0,3.0,2:1,,463000.0,,,,2.5
property,4760900,99 Corner Glen Manor NE,"Calgary, Alberta, T3N 1B9",,,Detached,2025.0,1526.0,3.0,2:1,,620000.0,,,,2.5
property,4760900,91 Cornerstone Path NE,"Calgary, Alberta, T3N 2J4",,,Row/Townhouse,2023.0,1554.0,3.0,2:1,,520000.0,,,,2.5
property,4760900,435 Redstone Drive NE,"Calgary, Alberta, T3N 1B6",,,Detached,2016.0,1929.0,6.0,5:0,,724000.0,,,,5.0
property,4760900,Unit 1209 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,826.0,3.0,2:0,,358000.0,,,,2.0
property,4760900,1292 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 2A5",,,Semi Detached (Half Duplex),2022.0,1645.0,3.0,2:1,,577000.0,,,,2.5
property,4760900,Unit 2106 - 155 Skyview Ranch Way NE,"Calgary, Alberta, T3N 0L4",,,Apartment,2012.0,836.0,2.0,2:0,,265000.0,,,,2.0
property,4760900,125 Cityscape Court NE,"Calgary, Alberta, T3N 0W6",,,Row/Townhouse,2016.0,1438.0,2.0,2:1,,405000.0,,,,2.5
property,4760900,52 Cityline Square NE,"Calgary, Alberta, T3N 1B4",,,Row/Townhouse,2023.0,1565.0,3.0,2:1,,496000.0,,,,2.5
property,4760900,70 Skyview Ranch Crescent NE,"Calgary, Alberta, T3N 0L8",,,Detached,2014.0,2096.0,3.0,2:1,,738000.0,,,,2.5
property,4760900,Unit 3414 - 302 Skyview Ranch Drive NE,"Calgary, Alberta, T3N",,,Apartment,2015.0,816.0,2.0,2:0,,320000.0,,,,2.0
property,4760900,233 Corner Glen Way,"Calgary, Alberta, T3N 1V5",,,Detached,2024.0,2826.0,5.0,4:0,,970000.0,,,,4.0
property,4760900,112 Cityspring Way NE,"Calgary, Alberta, T3N 1A8",,,Detached,2021.0,1522.0,3.0,2:1,,585000.0,,,,2.5
property,4760900,208 Corner Glen Avenue NE,"Calgary, Alberta, T3N 2L8",,,Detached,2023.0,1463.0,5.0,3:1,,625000.0,,,,3.5
property,4760900,Unit 1520 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,692.0,2.0,2:0,,345000.0,,,,2.0
property,4760900,35 Skyview Ranch Lane,"Calgary, Alberta, T3N 1B6",,,Semi Detached (Half Duplex),2012.0,1536.0,3.0,2:1,,550000.0,,,,2.5
property,4760900,17 Cornerstone Parade NE,"Calgary, Alberta, T3N 2E5",,,Detached,2022.0,2417.0,5.0,4:0,,825000.0,,,,4.0
property,4760900,1364 Cornerstone Street NE,"Calgary, Alberta, T3N 2L6",,,Detached,2024.0,2629.0,4.0,3:0,,822900.0,,,,3.0
property,4760900,822 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2018.0,1571.0,3.0,3:1,,500000.0,,,,3.5
property,4760900,Unit 3309 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,805.0,2.0,2:0,,279000.0,,,,2.0
property,4760900,718 Skyview Ranch Grove NE,"Calgary, Alberta, T3N 0R9",,,Row/Townhouse,2014.0,1411.0,2.0,2:1,,402500.0,,,,2.5
property,4760900,114 Redstone View NE,"Calgary, Alberta, T3N 1B5",,,Row/Townhouse,2013.0,1370.0,2.0,2:1,,410000.0,,,,2.5
property,4760900,45 Red Embers Common NE,"Calgary, Alberta, T3N 1L2",,,Semi Detached (Half Duplex),2020.0,2020.0,4.0,3:1,,685000.0,,,,3.5
property,4760900,79 Corner Glen Drive,"Calgary, Alberta, T3N",,,Detached,2025.0,1440.0,3.0,2:1,,605433.0,,,,2.5
property,4760900,Unit 403 - 90 CORNER MEADOWS Manor NE,"Calgary, Alberta, T3N 2C3",,,Row/Townhouse,2025.0,1852.0,4.0,3:1,,524500.0,,,,3.5
property,4760900,96 Skyview Springs Gardens NE,"Calgary, Alberta, T3N 0B3",,,Detached,2011.0,1753.0,3.0,2:1,,591000.0,,,,2.5
property,4760900,18 Skyview Close NE,"Calgary, Alberta, T3N 1B6",,,Row/Townhouse,2018.0,1836.0,4.0,3:0,,493000.0,,,,3.0
property,4760900,90 Cityscape Terrace NE,"Calgary, Alberta, T3N 0S2",,,Detached,2015.0,1516.0,3.0,2:1,,585000.0,,,,2.5
property,4760900,296 Cornerbrook Drive NE,"Calgary, Alberta, T3N 2J3",,,Semi Detached (Half Duplex),2023.0,1349.0,4.0,3:1,,600000.0,,,,3.5
property,4760900,672 Cornerstone Boulevard NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2020.0,1771.0,6.0,4:0,,650000.0,,,,4.0
property,4760900,24 Cornerbrook Avenue NE,"Calgary, Alberta, T3N 1M2",,,Detached,2019.0,1869.0,4.0,3:0,,650000.0,,,,3.0
property,4760900,55 Cityscape Row NE,"Calgary, Alberta, T3N 1A8",,,Row/Townhouse,2019.0,1484.0,3.0,3:1,,425000.0,,,,3.5
property,4760900,Unit 1126 - 76 Cornerstone Passage NE,"Calgary, Alberta, T3N 0Y5",,,Apartment,2019.0,705.0,2.0,2:0,,285000.0,,,,2.0
property,4760900,624 Skyview Ranch Grove NE,"Calgary, Alberta, T3N 0R8",,,Row/Townhouse,2014.0,1190.0,3.0,2:1,,413000.0,,,,2.5
property,4760900,Unit 3112 - 155 Skyview Ranch Way NE,"Calgary, Alberta, T3N 0L4",,,Apartment,2013.0,843.0,2.0,2:0,,272500.0,,,,2.0
property,4760900,Unit 1402 - 395 Skyview Parkway NE,"Calgary, Alberta, T3N 2Z1",,,Apartment,2024.0,625.0,2.0,1:0,,290000.0,,,,1.0
property,4760900,113 Corner Meadows Gate NE,"Calgary, Alberta, T3N 1K1",,,Semi Detached (Half Duplex),2018.0,1609.0,5.0,3:1,,625000.0,,,,3.5
property,4760900,Unit 4307 - 240 Skyview Ranch Road NE,"Calgary, Alberta, T3N 0P4",,,Apartment,2015.0,943.0,2.0,2:0,,294500.0,,,,2.0
comp,4742669,523 35A St NW,Calgary AB T2N 3A1,,,Detached,1952.0,94.0,2.0,2F,Similar,802500.0,2024-11-22,0.07 KM,0.07,1.0
comp,4742669,2425 3 Ave NW,Calgary AB T2N 0L2,,,Detached,1945.0,94.0,2.0,1F,Inferior,670000.0,2025-01-24,1.77 KM,1.77,1.0
comp,4742669,2536 4 Ave NW,Calgary AB T2N 0P4,,,Detached,1951.0,78.0,2.0,2F,Similar,810000.0,2024-12-26,1.54 KM,1.54,1.0
property,4742669,4640 22 Avenue NW,"Calgary, Alberta, T3B 0Y1",,,Detached,1949.0,850.0,3.0,2:0,,740000.0,,,,2.0
property,4742669,2536 4 Avenue NW,"Calgary, Alberta, T2N 0P4",,,Detached,1951.0,839.0,3.0,2:0,,810000.0,,,,2.0
property,4742669,922 33A Street NW,"Calgary, Alberta, T2N 2X3",,,Detached,2024.0,1925.0,4.0,3:1,,1310000.0,,,,3.5
property,4742669,727 35A Street NW,"Calgary, Alberta, T2N 3A3",,,Detached,2024.0,2692.0,4.0,5:2,,2250000.0,,,,6.0
property,4742669,4432 20 Avenue NW,"Calgary, Alberta, T3B 0T6",,,Semi Detached (Half Duplex),2004.0,922.0,4.0,3:0,,612500.0,,,,3.0
property,4742669,Unit 1208 - 24 Hemlock Crescent SW,"Calgary, Alberta, T3C 2Z1",,,Apartment,2002.0,1490.0,2.0,2:0,,573000.0,,,,2.0
property,4742669,45 Westover Drive SW,"Calgary, Alberta, T3C 2S5",,,Detached,1958.0,1066.0,5.0,2:0,,630000.0,,,,2.0
property,4742669,2528 4 Avenue NW,"Calgary, Alberta, T2N 0P4",,,Semi Detached (Half Duplex),2024.0,1706.0,4.0,3:1,,1049900.0,,,,3.5
property,4742669,3535 7 Avenue SW,"Calgary, Alberta, T3C 0C9",,,Detached,2023.0,2276.0,4.0,3:1,,1180000.0,,,,3.5
property,4742669,3524 8 Avenue NW,"Calgary, Alberta, T2N 1C8",,,Detached,2003.0,2993.0,3.0,3:1,,1180000.0,,,,3.5
property,4742669,3616 8 Avenue NW,"Calgary, Alberta, T2N 1C8",,,Detached,1954.0,2258.0,3.0,3:1,,985000.0,,,,3.5
property,4742669,Unit 307 - 2011 University Drive NW,"Calgary, Alberta, T2N 4T4",,,Apartment,1991.0,992.0,2.0,2:0,,277000.0,,,,2.0
property,4742669,3723 7 Avenue NW,"Calgary, Alberta, T2N 4J1",,,Semi Detached (Half Duplex),1972.0,951.0,4.0,2:0,,547000.0,,,,2.0
property,4742669,2726 7 Avenue NW,"Calgary, Alberta, T2N 1A7",,,Semi Detached (Half Duplex),1995.0,2008.0,4.0,3:1,,925000.0,,,,3.5
property,4742669,20 Rossburn Crescent SW,"Calgary, Alberta, T3C 2N5",,,Detached,1958.0,959.0,3.0,2:0,,615000.0,,,,2.0
property,4742669,2705 5 Avenue NW,"Calgary, Alberta, T2N 0T9",,,Detached,2025.0,2873.0,5.0,5:1,,2190000.0,,,,5.5
property,4742669,1801b 41 Street NW,"Calgary, Alberta, T3B 1A4",,,Detached,1982.0,700.0,3.0,1:1,,492900.0,,,,1.5
property,4742669,Unit 203 - 516 CEDAR Crescent SW,"Calgary, Alberta, T3C 2Y8",,,Apartment,1967.0,960.0,3.0,1:1,,337500.0,,,,1.5
property,4742669,2431 6 Avenue NW,"Calgary, Alberta, T2N 0X5",,,Semi Detached (Half Duplex),2024.0,2056.0,4.0,4:1,,1076000.0,,,,4.5
property,4742669,140 35 Street NW,"Calgary, Alberta, T2N 2Y9",,,Detached,2007.0,2413.0,4.0,3:1,,1650000.0,,,,3.5
property,4742669,Unit 401 - 2011 University Drive NW,"Calgary, Alberta, T2N 4T4",,,Apartment,1991.0,871.0,2.0,2:0,,285000.0,,,,2.0
property,4742669,11 Woodlark Drive SW,"Calgary, Alberta, T3C 3H6",,,Detached,1957.0,1346.0,4.0,3:1,,942000.0,,,,3.5
property,4742669,Unit 203 - 145 Point Drive NW,"Calgary, Alberta, T3B 4W1",,,Apartment,1979.0,971.0,2.0,1:1,,375000.0,,,,1.5
